company_name~|~manufacturer_name~|~brand_name~|~manufacturer_part_number~|~vendor_seller_part_number~|~item_name~|~full_product_description~|~price~|~country_of_origin~|~unit_of_issue~|~qty_per_uoi~|~upc~|~model_number~|~product_category~|~url~|~availability~|~date_crawled~|~lead_time~|~rohs_reach~|~stock_on_hand
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~GI500~|~1000834~|~Conair GlideLite Professional Iron With Garment Steamer Technology, Silver/Black~|~The Conair GlideLite Professional Iron With Garment Steamer Technology is ideal for use on all your clothing. This single-setting iron features a premium nonstick stainless-steel soleplate for easy gliding over clothes. The ONE-TEMP technology and garment steamer technology safely remove wrinkles from all fabrics. Iron has 1700 watts and a patent-pending shape. Premium nonstick stainless steel soleplate allows for easy maneuvering over fabrics. ONE-TEMP technology safely remove wrinkles from all fabrics with a single heat setting. Garment steamer technology provides professional results, heating water in less than 30 seconds. Regular and turbo steam settings. Safe for all fabrics: cotton, linen, polyester and wool. Backed by the manufacturer's 1-year limited warranty.~|~88.19~|~~|~each~|~1~|~074108468017~|~~|~Breakroom > Appliances > Laundry > Irons~|~https://www.officedepot.com/a/products/1000834/Conair-GlideLite-Professional-Iron-With-Garment/~|~In Stock~|~2026-05-05~|~~|~~|~101
OfficeDepot~|~3M CO~|~3M~|~610-260~|~100088~|~3M Safety-Walk 610 Series Slip-Resistant General-Purpose Tape And Tread, 2" x 720", Black~|~3M(TM) Safety-Walk(TM) Slip Resistant Tapes and Treads Series 600 has been certified by the National Floor Safety Institute (NFSI) as providing "high-traction." A wet static coefficient of friction (SCOF) of greater than 0.60 was chosen by NFSI as the criteria for "high traction" because according to NFSI, floor surfaces maintaining this level of slip resistance when wet have proven to reduce slip-and-fall claims by between 50% and 90%. For light to heavy shoe-traffic areas Mineral-coated, high friction slip-resistant surface Highly durable surface withstands the rigors of equipment traffic Low-profile design helps reduce trip hazard High performance pressure-sensitive adhesive for easy application Applications: flat surfaces, steps, stairways, entrances, ramps, ladders, lawn equipment, snowmobiles, scooters, construction machinery and vehicles Custom shapes and sizes are also available NFSI High Traction Certification~|~67.79~|~~|~roll~|~1~|~048011192215~|~~|~Cleaning > Safety & Security > Traffic Safety > Safety Tape~|~https://www.officedepot.com/a/products/100088/3M-Safety-Walk-610-Series-Slip/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~GI100~|~1000887~|~Conair ExtremeSteam Super Steam Iron, Blue/Silver~|~Get rid of wrinkles in your clothing with the Conair ExtremeSteam Super Steam Iron. The nano titanium soleplate provides a smooth glide and even heat distribution, while the 3 temperature settings accommodate most fabric types. The iron is resistant to corrosion for lasting use. Nano titanium soleplate provides a smooth glide and even heat distribution. Corrosion resistant for lasting use. Vertical steam offers versatile use. Pointed detailer tip for buttons, pockets and collars. 3 temperature settings accommodate most fabric types. Anti-calc calcium collector. Self-cleaning for ease-of-use. Auto shutoff ensures safe usage. Backed by the manufacturer's 1-year limited warranty.~|~32.49~|~~|~each~|~1~|~074108387097~|~~|~Breakroom > Appliances > Laundry > Irons~|~https://www.officedepot.com/a/products/1000887/Conair-ExtremeSteam-Super-Steam-Iron-BlueSilver/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~SEAL SHIELD LLC~|~Seal Shield~|~299548660~|~100099~|~Seal Shield Silver Strom STM042P Mouse~|~Optical LED for smoother movement and hassle-free performance PS/2 connectivity for a easy connection 2 total buttons for better usability and increased efficiency PS/2 mouse host interface allows quick transmission of data at a higher rate for your convenience From controlling text size to image zoom, opening or closing tabs, the featured scrolling wheel makes it a breeze to perform tasks quickly Mouse offers maximum efficiency and usability~|~64.99~|~~|~each~|~1~|~852994002207~|~~|~Computers & Accessories > Computer Accessories > Mice & Keyboards > Wired Mice~|~https://www.officedepot.com/a/products/100099/Seal-Shield-Silver-Strom-STM042P-Mouse/~|~In Stock~|~2026-05-05~|~~|~~|~47
OfficeDepot~|~BARKER CREEK PUBLISHING, INC.~|~Barker Creek~|~LL1708~|~100125~|~Barker Creek(R) Letter Pop-Outs, 4", USA, Set Of 255~|~Barker Creek Letter Pop-Outs add a splash of color and creativity to the classroom. They are perfect for decorating bulletin boards, displays and posters. Includes a well-researched assortment of letters, numbers and punctuation marks. Also includes Spanish punctuation marks. Recommended for students of all ages.~|~16.99~|~~|~pack~|~1~|~612086017089~|~~|~Breakroom > Party Supplies > Party Decorations~|~https://www.officedepot.com/a/products/100125/Barker-Creek-Letter-Pop-Outs-4/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~GS2X~|~1001391~|~Conair CompleteSteam Travel Garment Steamer, White/Blue~|~Take care of wrinkles on the go with the Conair CompleteSteam Travel Garment Steamer. The steamer is made of plastic for durability, and it has a portable design for convenient on-the-go use. Portable design offers convenient on-the-go use. Heats up in as little as 60 seconds. Made of durable plastic. Backed by the manufacturer's 1-year limited warranty.~|~26.99~|~~|~each~|~1~|~074108357243~|~~|~Breakroom > Appliances > Laundry > Fabric Steamers~|~https://www.officedepot.com/a/products/1001391/Conair-CompleteSteam-Travel-Garment-Steamer-WhiteBlue/~|~In Stock~|~2026-05-05~|~~|~~|~143
OfficeDepot~|~EREPLACEMENTS, LLC~|~EReplacements~|~1020174~|~100153~|~eReplacements Compatible Projector Lamp Replacement For Hitachi DT00471~|~This new replacement front projector lamp DT00471-ER from eReplacements is 100% compatible with your projector and has an estimated lamp lifetime of approximately 2000 hours. This lamp is user replaceable. Refer to your projector's manual for replacement instructions for this lamp. eReplacements front projector lamps will meet or exceed the original lamp specifications because they are manufactured for high performance using top quality replacement bulbs and the most up to date safety and engineering control standards. Brand new high quality replacement bulb manufactured in the ISO 9000 factories. Plastic housing engineered to perfectly fit into your projector. Internal safety features protect your device from electrical hazards. Why pay more for an expensive brand name replacement lamp? The DT00471-ER is a more economical solution to high priced brand name lamps. Thousands of resellers, dealers and service companies over the years have trusted eReplacements to provide their customers with quality replacement front project lamps. 250 Watts Made with high quality compatible bulb 6 month manfacturer's warranty 2000 hours~|~274.49~|~~|~each~|~1~|~842740026243~|~~|~Electronics > Office Equipment > Projector Accessories > Projector Lamps~|~https://www.officedepot.com/a/products/100153/eReplacements-Compatible-Projector-Lamp-Replacement-For/~|~In Stock~|~2026-05-05~|~~|~~|~3
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~GSC24~|~1001616~|~Conair ExtremeSteam Worldwide Travel Garment Steamer, Sage~|~Remove wrinkles on the go with the Conair ExtremeSteam Worldwide Travel Garment Steamer. This travel garment steamer is made of lightweight plastic and has intense heat to destroy bacteria and smooth wrinkles. It heats up quickly in 35 seconds. Lightweight plastic construction is compact for portability. Power of 1200 watts provides on-the-go wrinkle removal with high heat and high-velocity steam. Intense heat destroys up to 99.9% of bacteria for garments that look, smell and feel fresh. Quick 35-second heat-up and easy-fill removable water tank add convenience. Adjustable steam head easily reaches wrinkles at any angle. Dual voltage power adapts with a flip of a switch for worldwide usage. Includes a folding hanger for easy steaming. Backed by the manufacturer's 1-year limited warranty.~|~60.19~|~~|~each~|~1~|~074108457202~|~~|~Breakroom > Appliances > Laundry > Fabric Steamers~|~https://www.officedepot.com/a/products/1001616/Conair-ExtremeSteam-Worldwide-Travel-Garment-Steamer/~|~In Stock~|~2026-05-05~|~~|~~|~78
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~HC408RN~|~1001837~|~Conair Number Cut 20-Piece Haircut Kit, Silver~|~Get accurate-length cuts using the Conair Number Cut 20-Piece Haircut Kit. This kit includes a clipper with stainless-steel blades, 10 different sized combs, a cape and more. Haircut kit is color-coded for ease and accuracy. Easy-to-use clipper has stainless-steel blades. Number-coded design with an easy-to-read chart helps you get an accurate cut every time. Includes 10 comb attachments: 1/8", 1/4", 3/8", 1/2", 5/8", 3/4", 7/8", 1", left and right ear. Has 5-position taper control for 55 total settings. Also includes a barber cape, barber scissors, 2 styling clips, oil, cleaning brush, blade guard and deluxe hard case. Backed by the manufacturer's 5-year limited warranty.~|~33.69~|~~|~each~|~1~|~074108483225~|~~|~Cleaning > Personal Care > Grooming~|~https://www.officedepot.com/a/products/1001837/Conair-Number-Cut-20-Piece-Haircut/~|~In Stock~|~2026-05-05~|~~|~~|~174
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~PG7500~|~1001910~|~Conair Man Nose, Ear and Eyebrow Trimmer with Advanced Cutting Technology, Gray~|~The Conair Man Nose, Ear and Eyebrow Trimmer with Advanced Cutting Technology is ideal for grooming easily. This trimmer features an advanced 3-bevel blade system that cuts from the top, middle, and bottom to thoroughly remove hair in the nose and ears. Advanced 3-bevel blade system cuts from the top, middle, and bottom to thoroughly and safely remove hair. Patent-pending diamond-shaped, 360deg capture blade protects against nicks and cuts. Detail and eyebrow trimmer lets you do touch-ups and fine areas. Professional metal handle with nonslip grip provides complete comfort and control. Cordless convenience lets you trim anywhere. Washable heads. Durable zippered storage case keeps your trimmer kit neatly organized. Requires 1 AA battery (included).~|~34.99~|~~|~each~|~1~|~074108468048~|~~|~Cleaning > Personal Care > Grooming~|~https://www.officedepot.com/a/products/1001910/Conair-Man-Nose-Ear-and-Eyebrow/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~MEDLINE INDUSTRIES, INC.~|~Protect~|~MSC19505~|~100193~|~Protect Plus Protective Underwear, Large, 40 - 56", White, 25 Per Bag, Case Of 4 Bags~|~Plus absorbency core provides improved dryness and protection Designed for individuals who experience incontinence. Soft, nonwoven back sheet provides breathability to guard against skin irritation and heat buildup. Acquisition and dryness layer draws moisture away from the body to help maintain skin health. Body-contoured design creates an anatomical fit. Size imprint on the back sheet enables easy identification. This product is heavy and/or oversized and may need more than one person to handle.~|~98.49~|~~|~case~|~100~|~40884389134871~|~~|~Cleaning > Medical Supplies > Incontinence > Briefs & Underwear~|~https://www.officedepot.com/a/products/100193/Protect-Plus-Protective-Underwear-Large-40/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~CONAIR CORPORATION~|~Conair~|~WW930ZF~|~1002140~|~Conair(R) WW Bluetooth Body Analysis Scale, 1"H x 11-13/16"W x 11-13/16"D, Black~|~Track your fitness progress easily using the Conair WW Bluetooth Body Analysis Scale. This dynamic scale offers a 9-user memory and tracks body fat, body water, bone mass, muscle mass and BMI to stay on top of your routine. Measures body fat, body water, bone mass, muscle mass and BMI. Stores data for up to 9 profiles and recognizes each user for personalized weigh-ins. Displays weight in 0.1 lb or 50 g increments. Bluetooth scale can pair with your smart device to share measurements and easily track and chart progress. Glass platform offers stability. Download the WW Scales by Conair app to track and chart results and earn badges for consistency. BMI scale operates on 3 AAA batteries (included). Weight capacity tested to support 400 lb. Backed by the manufacturer's 10-year limited warranty.~|~39.99~|~~|~each~|~1~|~074108441065~|~~|~Cleaning > Medical Supplies > Diagnostic > Measuring Devices~|~https://www.officedepot.com/a/products/1002140/Conair-WW-Bluetooth-Body-Analysis-Scale/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~B O X MANAGEMENT, INC.~|~Partners Brand~|~100241~|~100241~|~Partners Brand 100% Recycled Kraft Paper Roll, 30 Lb, 30" x 1,200'~|~Excellent for wrapping boxes, parts or for layering. Approximately 900 feet per roll. Contains Recycled Content - See Specs for Details.~|~125.49~|~~|~roll~|~1~|~735153047090~|~~|~Office Supplies > Mailing, Packing & Shipping > Packing Materials > Packing Papers~|~https://www.officedepot.com/a/products/100241/Partners-Brand-100percent-Recycled-Kraft-Paper/~|~Out of Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~B O X MANAGEMENT, INC.~|~Partners Brand~|~KP3630~|~100281~|~Partners Brand 100% Recycled Kraft Paper Roll, 30 Lb, 36" x 1,200'~|~Excellent for wrapping boxes, parts or for layering. Approximately 900 feet per roll. Contains Recycled Content - See Specs for Details.~|~118.99~|~~|~roll~|~1~|~735153047335~|~~|~Office Supplies > Mailing, Packing & Shipping > Packing Materials > Packing Papers~|~https://www.officedepot.com/a/products/100281/Partners-Brand-100percent-Recycled-Kraft-Paper/~|~In Stock~|~2026-05-05~|~~|~~|~648
OfficeDepot~|~GARTNER STUDIOS, INC.~|~Gartner Studios~|~107106~|~100282~|~Gartner Studios(R) #6 3/4 Envelopes, Gummed Seal, Lime, Pack Of 50~|~Works great with coordinating letterhead and business cards Fully gummed flap provides a strong, dependable seal. This item is not printable.~|~12.99~|~~|~each~|~50~|~634680838143~|~~|~Office Supplies > Mailing, Packing & Shipping > Envelopes > Business Envelopes~|~https://www.officedepot.com/a/products/100282/Gartner-Studios-6-34-Envelopes-Gummed/~|~In Stock~|~2026-05-05~|~~|~~|~7
OfficeDepot~|~B O X MANAGEMENT, INC.~|~South Coast Paper~|~KP3640~|~100291~|~South Coast Paper 100% Recycled Kraft Paper Roll, 40 Lb, 36" x 900'~|~Sturdy kraft paper is a great choice for wrapping boxes to protect against minor damage. It can also be used as a void fill when shipping and moving boxes. Tough kraft paper shields boxes against minor damage during shipping. Crumpled kraft paper can also be used as a void fill to protect delicate items during moving and storage. Roll sizes are approximate. Contains Recycled Content - See Specs for Details.~|~136.99~|~~|~roll~|~1~|~735153047045~|~~|~Office Supplies > Mailing, Packing & Shipping > Packing Materials > Packing Papers~|~https://www.officedepot.com/a/products/100291/South-Coast-Paper-100percent-Recycled-Kraft/~|~In Stock~|~2026-05-05~|~~|~~|~963
OfficeDepot~|~MEDLINE INDUSTRIES, INC.~|~Curad~|~CUR003545Z~|~100340~|~CURAD(R) A&D Ointment, 0.18 Oz Packets, Box Of 144 Tubes~|~Use this petrolatum and lanolin-based ointment to help relieve any skin discomfort. The topical contains vitamins A and D to soothe, moisturize and protect the skin. Specially formulated with vitamins A and D to help soothe, protect and moisturize the skin. Petrolatum and lanolin-based ointment helps the skin retain moisture. Contains white petrolatum 93.5% as the active ingredient. Inactive ingredients include corn oil, light mineral oil, vitamin A, palmitate and vitamin D. Individually wrapped packets are ideal for 1-time uses.~|~16.99~|~~|~box~|~144~|~30884389111578~|~~|~Cleaning > Medical Supplies > Wound Care > Ointments~|~https://www.officedepot.com/a/products/100340/CURAD-AandampD-Ointment-018-Oz-Packets/~|~In Stock~|~2026-05-05~|~~|~~|~61776
OfficeDepot~|~SHARP ELECTRONICS CORPORATION~|~Sharp~|~R1211T~|~100346~|~Sharp R1211T 1.5 Cu Ft Over-The-Counter Microwave Oven, White~|~Prepare a variety of your favorite dishes or heat up some tasty leftovers in the Sharp R1211T 1.5 Cu Ft Over-The-Counter Microwave Oven. An auto touch control panel makes it simple to navigate through 11 power levels. Auto touch control panel allows for easy use. 1.5 cu ft capacity accommodates a variety of dishes. 1100 watts of cooking power and 11 power levels provide a variety of cooking options for different types of food. 14-5/16" turntable accommodates oversized cookware. Over-the-counter design adds a sleek look to your kitchen.~|~399.99~|~~|~each~|~1~|~074000610415~|~~|~Breakroom > Appliances > Kitchen > Microwaves~|~https://www.officedepot.com/a/products/100346/Sharp-R1211T-15-Cu-Ft-Over/~|~In Stock~|~2026-05-05~|~~|~~|~65
OfficeDepot~|~SUPER MICRO COMPUTER, INC.~|~Supermicro~|~85539~|~100356~|~Supermicro SNK-P0046P Processor Heatsink~|~This CPU heat sink is designed for Supermicro X9, X10, and X11 generations 1U UP servers equipped with 8th/9th generation Intel(R) Core(TM) i9, i7, i5, i3, pentium(R)/Celeron(R) Processor. The heat sink has been fully tested and validated by Supermicro to ensure the best quality and cooling performance. Compatible Intel Socket: H3 LGA-1150, H2 LGA-1155 Heatsink Height: 1.06" Heatsink Width: 3.74" Compatibility: Intel Xeon Processor E3-1200 Series Socket LGA1150/1155~|~23.99~|~~|~each~|~1~|~672042052127~|~~|~Computers & Accessories > Computer Cards & Components > Computer Cooling > Heatsinks~|~https://www.officedepot.com/a/products/100356/Supermicro-SNK-P0046P-Processor-Heatsink/~|~In Stock~|~2026-05-05~|~~|~~|~10
OfficeDepot~|~LG ELECTRONICS USA INC~|~LG~|~LFDS22520S~|~1003575~|~LG LFDS22520S - Refrigerator/freezer - french door bottom freezer with water dispenser - width: 29.8 in - LFDS22520S~|~Energy Star(R) Qualified 4 Split Spill Protector(TM) Tempered Glass Shelves Smart Cooling(R) 21.8 cu. ft. Capacity This product is heavy and/or oversized and may need more than one person to handle. Energy efficient - designed to use less energy than alternative products, potentially helping you save money and reduce your carbon footprint.~|~2284.19~|~~|~each~|~1~|~048231795098~|~~|~Breakroom > Appliances > Kitchen > Refrigerators~|~https://www.officedepot.com/a/products/1003575/LG-LFDS22520S-Refrigeratorfreezer-french-door-bottom/~|~In Stock~|~2026-05-05~|~~|~~|~0
OfficeDepot~|~STARFRIT USA INC~|~Starfrit~|~SRFT060312~|~100358~|~THE ROCK(TM) By Starfrit(R) Aluminum Nonstick Fry Pan With Stainless Steel Handle, 10", Black~|~Fry up your favorites with THE ROCK By Starfrit Aluminum Nonstick Fry Pan With Stainless Steel Handle. This pan is made of aluminum for durability, and it has a nonstick surface for easy food release and cleaning. Made of durable aluminum. Nonstick surface allows for easy food release and cleaning. Scratch and abrasion resistant. Oven safe up to 450degF. Compatible with ceramic, electric, gas and halogen stovetops. Dishwasher safe. Backed by the manufacturer's 3-year limited warranty.~|~48.49~|~~|~each~|~1~|~069858603122~|~~|~Breakroom > Cookware > Pots & Pans~|~https://www.officedepot.com/a/products/100358/THE-ROCK-By-Starfrit-Aluminum-Nonstick/~|~In Stock~|~2026-05-05~|~~|~~|~9
OfficeDepot~|~GARTNER STUDIOS, INC.~|~Gartner Studios~|~65692~|~100372~|~Gartner Studios(R) Envelopes, A2, Gummed Seal, Ivory, Pack Of 50~|~Works great with coordinating cards and stationery This item is not printable.~|~11.99~|~~|~pack~|~50~|~634680656921~|~~|~Office Supplies > Mailing, Packing & Shipping > Envelopes > Business Envelopes~|~https://www.officedepot.com/a/products/100372/Gartner-Studios-Envelopes-A2-Gummed-Seal/~|~In Stock~|~2026-05-05~|~~|~~|~15
OfficeDepot~|~BELKIN, INC.~|~Belkin~|~F5M010QBLK~|~100404~|~Belkin Wired USB Ergonomic Mouse - Optical - Cable - USB - 800 dpi - Scroll Wheel - 3 Button(s) - 1~|~Ergonomic mouse feature for maximum productivity with added dependability Features optical resolution for silky smooth movement USB mouse host interface offers a more refined structure and safer to use connectivity Scroll wheel provides convenient and easy navigation Plug and play USB interface for a quick and perfect configuration Designed to fit your hand naturally, avoiding painful positions and allowing you to work conveniently for longer hours~|~16.99~|~~|~each~|~1~|~722868863800~|~~|~Computers & Accessories > Computer Accessories > Mice & Keyboards > Wired Mice~|~https://www.officedepot.com/a/products/100404/Belkin-Wired-USB-Ergonomic-Mouse-Optical/~|~In Stock~|~2026-05-05~|~~|~~|~2165
